ticker,name,sector,cap_tier,avg_volume,exchange
BMY,Bristol-Myers Squibb Company,Healthcare,Large-Cap,12490785,NYQ
PGR,Progressive Corporation (The),Financial Services,Large-Cap,3042645,NYQ
NEM,Newmont Corporation,Basic Materials,Large-Cap,10017511,NYQ
BP,BP p.l.c.,Energy,Large-Cap,14490229,NYQ
CMCSA,Comcast Corporation,Communication Services,Large-Cap,31837101,NMS
ENB,Enbridge Inc,Energy,Large-Cap,5069911,NYQ
SNY,Sanofi,Healthcare,Large-Cap,3893317,NMS
SBUX,Starbucks Corporation,Consumer Cyclical,Large-Cap,7903041,NMS
CRWD,"CrowdStrike Holdings, Inc.",Technology,Large-Cap,4117032,NMS
MO,"Altria Group, Inc.",Consumer Defensive,Large-Cap,9586216,NYQ
GLD,SPDR Gold Shares,N/A,Nano-Cap,13077493,PCX
GSK,GSK plc,Healthcare,Large-Cap,5282609,NYQ
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,Large-Cap,1358606,NMS
EQIX,"Equinix, Inc.",Real Estate,Large-Cap,649435,NMS
ACN,Accenture plc,Technology,Large-Cap,6899435,NYQ
TT,Trane Technologies plc,Industrials,Large-Cap,1340545,NYQ
MDT,Medtronic plc.,Healthcare,Large-Cap,8760316,NYQ
BMO,Bank Of Montreal,Financial Services,Large-Cap,813085,NYQ
INTU,Intuit Inc.,Technology,Large-Cap,4074432,NMS
SPOT,Spotify Technology S.A.,Communication Services,Large-Cap,2743962,NYQ
CEG,Constellation Energy Corporatio,Utilities,Large-Cap,3375754,NMS
HCA,"HCA Healthcare, Inc.",Healthcare,Large-Cap,1108641,NYQ
SO,Southern Company (The),Utilities,Large-Cap,5776211,NYQ
CME,CME Group Inc.,Financial Services,Large-Cap,2398672,NMS
MCK,McKesson Corporation,Healthcare,Large-Cap,821061,NYQ
BN,Brookfield Corporation,Financial Services,Large-Cap,6264927,NYQ
CVS,CVS Health Corporation,Healthcare,Large-Cap,7961148,NYQ
IBN,ICICI Bank Limited,Financial Services,Large-Cap,6384690,NYQ
CM,Canadian Imperial Bank of Comme,Financial Services,Large-Cap,1415424,NYQ
DUK,Duke Energy Corporation (Holdin,Utilities,Large-Cap,4236451,NYQ
AEM,Agnico Eagle Mines Limited,Basic Materials,Large-Cap,2644319,NYQ
MFG,"Mizuho Financial Group, Inc. Sp",Financial Services,Large-Cap,4992127,NYQ
HWM,Howmet Aerospace Inc.,Industrials,Large-Cap,2465729,NYQ
BSX,Boston Scientific Corporation,Healthcare,Large-Cap,17785872,NYQ
MAR,Marriott International,Consumer Cyclical,Large-Cap,1632025,NMS
ITUB,Itau Unibanco Banco Holding SA,Financial Services,Large-Cap,25800729,NYQ
ADBE,Adobe Inc.,Technology,Large-Cap,5987011,NMS
EQNR,Equinor ASA,Energy,Large-Cap,7657664,NYQ
PWR,"Quanta Services, Inc.",Industrials,Large-Cap,1124690,NYQ
CNQ,Canadian Natural Resources Limi,Energy,Large-Cap,11776730,NYQ
BX,Blackstone Inc.,Financial Services,Large-Cap,9211753,NYQ
KKR,KKR & Co. Inc.,Financial Services,Large-Cap,7841127,NYQ
WM,"Waste Management, Inc.",Industrials,Large-Cap,2191080,NYQ
FDX,FedEx Corporation,Industrials,Large-Cap,1863724,NYQ
BK,The Bank of New York Mellon Cor,Financial Services,Large-Cap,3811217,NYQ
BNS,Bank Nova Scotia Halifax Pfd 3,Financial Services,Large-Cap,2421125,NYQ
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Large-Cap,528501,NMS
UPS,"United Parcel Service, Inc.",Industrials,Large-Cap,6286843,NYQ
CMI,Cummins Inc.,Industrials,Large-Cap,929446,NYQ
PNC,"PNC Financial Services Group, I",Financial Services,Large-Cap,2532743,NYQ
ICE,Intercontinental Exchange Inc.,Financial Services,Large-Cap,3834403,NYQ
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Large-Cap,18097453,NYQ
USB,U.S. Bancorp,Financial Services,Large-Cap,10340164,NYQ
NOW,"ServiceNow, Inc.",Technology,Large-Cap,22900324,NYQ
WMB,"Williams Companies, Inc. (The)",Energy,Large-Cap,6892414,NYQ
SNPS,"Synopsys, Inc.",Technology,Large-Cap,2168814,NMS
CDNS,"Cadence Design Systems, Inc.",Technology,Large-Cap,2736374,NMS
JCI,Johnson Controls International ,Industrials,Large-Cap,4191198,NYQ
NGG,"National Grid Transco, PLC Nati",Utilities,Large-Cap,1174546,NYQ
GD,General Dynamics Corporation,Industrials,Large-Cap,1393764,NYQ
CSX,CSX Corporation,Industrials,Large-Cap,13024753,NMS
IAU,iShares Gold Trust Shares,N/A,Nano-Cap,11982117,PCX
ABNB,"Airbnb, Inc.",Consumer Cyclical,Large-Cap,4346587,NMS
MRSH,Marsh,Financial Services,Large-Cap,3183516,NYQ
SHW,Sherwin-Williams Company (The),Basic Materials,Large-Cap,1752680,NYQ
NOC,Northrop Grumman Corporation,Industrials,Large-Cap,859109,NYQ
AMT,American Tower Corporation (REI,Real Estate,Large-Cap,3224841,NYQ
SLB,SLB Limited,Energy,Large-Cap,18274890,NYQ
EPD,Enterprise Products Partners L.,Energy,Large-Cap,4909298,NYQ
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Large-Cap,695517,NMS
MCO,Moody's Corporation,Financial Services,Large-Cap,1468729,NYQ
E,ENI S.p.A.,Energy,Large-Cap,562508,NYQ
EMR,Emerson Electric Company,Industrials,Large-Cap,3352312,NYQ
ADP,"Automatic Data Processing, Inc.",Technology,Large-Cap,3813222,NMS
ING,"ING Group, N.V.",Financial Services,Large-Cap,3210516,NYQ
ITW,Illinois Tool Works Inc.,Industrials,Large-Cap,1452000,NYQ
AMX,"America Movil, S.A.B. de C.V.",Communication Services,Large-Cap,2147300,NYQ
LYG,Lloyds Banking Group Plc,Financial Services,Large-Cap,23402241,NYQ
CRH,CRH PLC,Basic Materials,Large-Cap,5223946,NYQ
BAM,Brookfield Asset Management Inc,Financial Services,Large-Cap,4025308,NYQ
MPWR,"Monolithic Power Systems, Inc.",Technology,Large-Cap,606885,NMS
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Large-Cap,5887985,NMS
BCS,Barclays PLC,Financial Services,Large-Cap,8460287,NYQ
SPG,"Simon Property Group, Inc.",Real Estate,Large-Cap,1625367,NYQ
CP,Canadian Pacific Kansas City Li,Industrials,Large-Cap,2891904,NYQ
DASH,"DoorDash, Inc.",Consumer Cyclical,Large-Cap,5047585,NMS
SU,Suncor Energy  Inc.,Energy,Large-Cap,5183230,NYQ
ECL,Ecolab Inc.,Basic Materials,Large-Cap,1495108,NYQ
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Large-Cap,1907664,NYQ
ELV,"Elevance Health, Inc.",Healthcare,Large-Cap,1932316,NYQ
MNST,Monster Beverage Corporation,Consumer Defensive,Large-Cap,5847024,NMS
MMM,3M Company,Industrials,Large-Cap,4002025,NYQ
HOOD,"Robinhood Markets, Inc.",Financial Services,Large-Cap,33939630,NMS
VALE,VALE S.A.,Basic Materials,Large-Cap,32036417,NYQ
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Large-Cap,10142427,NMS
CI,The Cigna Group,Healthcare,Large-Cap,1749217,NYQ
MSI,"Motorola Solutions, Inc.",Technology,Large-Cap,1058806,NYQ
AEP,American Electric Power Company,Utilities,Large-Cap,3357740,NMS
ROST,"Ross Stores, Inc.",Consumer Cyclical,Large-Cap,2506806,NMS
CIEN,Ciena Corporation,Technology,Large-Cap,3481966,NYQ
NSC,Norfolk Southern Corporation,Industrials,Large-Cap,1361582,NYQ
NET,"Cloudflare, Inc.",Technology,Large-Cap,4687654,NYQ
APO,"Apollo Global Management, Inc. ",Financial Services,Large-Cap,5712079,NYQ
EOG,"EOG Resources, Inc.",Energy,Large-Cap,5183406,NYQ
CTAS,Cintas Corporation,Industrials,Large-Cap,2265740,NMS
GM,General Motors Company,Consumer Cyclical,Large-Cap,7576872,NYQ
KMI,"Kinder Morgan, Inc.",Energy,Large-Cap,13536503,NYQ
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Large-Cap,2542938,NYQ
NU,Nu Holdings Ltd.,Financial Services,Large-Cap,52293022,NYQ
VLO,Valero Energy Corporation,Energy,Large-Cap,3652345,NYQ
NTES,"NetEase, Inc.",Communication Services,Large-Cap,835661,NMS
DLR,"Digital Realty Trust, Inc.",Real Estate,Large-Cap,2108819,NYQ
CNI,Canadian National Railway Compa,Industrials,Large-Cap,1783490,NYQ
AON,Aon plc,Financial Services,Large-Cap,1507701,NYQ
APD,"Air Products and Chemicals, Inc",Basic Materials,Large-Cap,1356800,NYQ
B,Barrick Mining Corporation,Basic Materials,Large-Cap,14254504,NYQ
BE,Bloom Energy Corporation,Industrials,Large-Cap,10967677,NYQ
WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Large-Cap,24734308,NMS
CL,Colgate-Palmolive Company,Consumer Defensive,Large-Cap,6341761,NYQ
PCAR,PACCAR Inc.,Industrials,Large-Cap,3096682,NMS
NKE,"Nike, Inc.",Consumer Cyclical,Large-Cap,20312193,NYQ
RSG,"Republic Services, Inc.",Industrials,Large-Cap,1486443,NYQ
ET,Energy Transfer LP,Energy,Large-Cap,16171361,NYQ
TRV,"The Travelers Companies, Inc.",Financial Services,Large-Cap,1539946,NYQ
ASX,"ASE Technology Holding Co., Ltd",Technology,Large-Cap,7833851,NYQ
MPC,Marathon Petroleum Corporation,Energy,Large-Cap,2594817,NYQ
MFC,Manulife Financial Corporation,Financial Services,Large-Cap,2523512,NYQ
RELX,RELX PLC PLC,Industrials,Large-Cap,4143340,NYQ
WPM,Wheaton Precious Metals Corp,Basic Materials,Large-Cap,2444429,NYQ
TFC,Truist Financial Corporation,Financial Services,Large-Cap,9504480,NYQ
PSX,Phillips 66,Energy,Large-Cap,3227670,NYQ
TEL,TE Connectivity plc,Technology,Large-Cap,2420250,NYQ
BKR,Baker Hughes Company,Energy,Large-Cap,9587654,NMS
TRP,TC Energy Corporation,Energy,Large-Cap,2633817,NYQ
RACE,Ferrari N.V.,Consumer Cyclical,Large-Cap,702266,NYQ
COHR,Coherent Corp.,Technology,Large-Cap,7531945,NYQ
IMO,Imperial Oil Limited,Energy,Large-Cap,737254,ASE
CRWV,"CoreWeave, Inc.",Technology,Large-Cap,27051345,NMS
TER,"Teradyne, Inc.",Technology,Large-Cap,3717338,NMS
NWG,NatWest Group plc,Financial Services,Large-Cap,4204648,NYQ
URI,"United Rentals, Inc.",Industrials,Large-Cap,640916,NYQ
LHX,"L3Harris Technologies, Inc.",Industrials,Large-Cap,1391458,NYQ
SRE,DBA Sempra,Utilities,Large-Cap,3607179,NYQ
FTNT,"Fortinet, Inc.",Technology,Large-Cap,6512108,NMS
NXPI,NXP Semiconductors N.V.,Technology,Large-Cap,3180772,NMS
COR,"Cencora, Inc.",Healthcare,Large-Cap,1401585,NYQ
LITE,Lumentum Holdings Inc.,Technology,Large-Cap,6361437,NMS
DB,Deutsche Bank AG,Financial Services,Large-Cap,3561295,NYQ
MSTR,Strategy Inc,Technology,Large-Cap,21577396,NMS
O,Realty Income Corporation,Real Estate,Large-Cap,6174017,NYQ
KEYS,Keysight Technologies Inc.,Technology,Large-Cap,1495424,NYQ
AFL,AFLAC Incorporated,Financial Services,Large-Cap,2373379,NYQ
TGT,Target Corporation,Consumer Defensive,Large-Cap,5934248,NYQ
NOK,Nokia Corporation Sponsored,Technology,Large-Cap,67949633,NYQ
CVNA,Carvana Co.,Consumer Cyclical,Large-Cap,3495496,NYQ
OXY,Occidental Petroleum Corporatio,Energy,Large-Cap,16907951,NYQ
MPLX,MPLX LP,Energy,Large-Cap,1962137,NYQ
AJG,Arthur J. Gallagher & Co.,Financial Services,Large-Cap,2359462,NYQ
ALL,Allstate Corporation (The),Financial Services,Large-Cap,1515109,NYQ
FANG,"Diamondback Energy, Inc.",Energy,Large-Cap,3208388,NMS
D,"Dominion Energy, Inc.",Utilities,Large-Cap,5063319,NYQ
OKE,"ONEOK, Inc.",Energy,Large-Cap,5024812,NYQ
PSA,Public Storage,Real Estate,Large-Cap,1224535,NYQ
LNG,"Cheniere Energy, Inc.",Energy,Large-Cap,3007193,NYQ
CCJ,Cameco Corporation,Energy,Large-Cap,3627427,NYQ
AME,"AMETEK, Inc.",Industrials,Large-Cap,1366937,NYQ
CTVA,"Corteva, Inc.",Basic Materials,Large-Cap,4042869,NYQ
VST,Vistra Corp.,Utilities,Large-Cap,4698196,NYQ
FERG,Ferguson Enterprises Inc.,Industrials,Large-Cap,1426974,NYQ
TAK,Takeda Pharmaceutical Company L,Healthcare,Large-Cap,2810741,NYQ
INFY,Infosys Limited,Technology,Large-Cap,18745454,NYQ
COIN,"Coinbase Global, Inc.",Financial Services,Large-Cap,12675340,NMS
FAST,Fastenal Company,Industrials,Large-Cap,8081691,NMS
ETR,Entergy Corporation,Utilities,Large-Cap,2923580,NYQ
TRGP,"Targa Resources, Inc.",Energy,Large-Cap,1474988,NYQ
CARR,Carrier Global Corporation,Industrials,Large-Cap,7227287,NYQ
SE,Sea Limited,Consumer Cyclical,Large-Cap,5433214,NYQ
EA,Electronic Arts Inc.,Communication Services,Large-Cap,2448795,NMS
SNOW,Snowflake Inc.,Technology,Large-Cap,7193167,NYQ
GRMN,Garmin Ltd.,Technology,Large-Cap,937474,NYQ
FER,Ferrovial SE,Industrials,Large-Cap,1289095,NMS
F,Ford Motor Company,Consumer Cyclical,Large-Cap,56855301,NYQ
CVE,Cenovus Energy Inc,Energy,Large-Cap,13895725,NYQ
XEL,Xcel Energy Inc.,Utilities,Large-Cap,4726833,NMS
MET,"MetLife, Inc.",Financial Services,Large-Cap,3939225,NYQ
NDAQ,"Nasdaq, Inc.",Financial Services,Large-Cap,4357890,NMS
MCHP,Microchip Technology Incorporat,Technology,Large-Cap,9415754,NMS
ZTS,Zoetis Inc.,Healthcare,Large-Cap,4034420,NYQ
RKLB,Rocket Lab Corporation,Industrials,Large-Cap,21307680,NCM
ADSK,"Autodesk, Inc.",Technology,Large-Cap,2199016,NMS
AU,AngloGold Ashanti PLC,Basic Materials,Large-Cap,2937904,NYQ
NUE,Nucor Corporation,Basic Materials,Large-Cap,1628756,NYQ
CAH,"Cardinal Health, Inc.",Healthcare,Large-Cap,1764830,NYQ
EXC,Exelon Corporation,Utilities,Large-Cap,9004785,NMS
FNV,Franco-Nevada Corporation,Basic Materials,Large-Cap,829514,NYQ
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Large-Cap,2773191,NYQ
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Large-Cap,2387951,NMS
EBAY,eBay Inc.,Consumer Cyclical,Large-Cap,5667109,NMS
FITB,Fifth Third Bancorp,Financial Services,Large-Cap,9911814,NMS
EW,Edwards Lifesciences Corporatio,Healthcare,Large-Cap,5226067,NYQ
ROK,"Rockwell Automation, Inc.",Industrials,Large-Cap,1006014,NYQ
WAB,Westinghouse Air Brake Technolo,Industrials,Large-Cap,1005188,NYQ
ABEV,Ambev S.A.,Consumer Defensive,Large-Cap,24693045,NYQ
MT,Arcelor Mittal NY Registry Shar,Basic Materials,Large-Cap,1906727,NYQ
DDOG,"Datadog, Inc.",Technology,Large-Cap,5459070,NMS
CLS,"Celestica, Inc.",Technology,Large-Cap,2316629,NYQ
DAL,"Delta Air Lines, Inc.",Industrials,Large-Cap,11792767,NYQ
PYPL,"PayPal Holdings, Inc.",Financial Services,Large-Cap,23003656,NMS
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Large-Cap,536666,NMS
BSBR,Banco Santander Brasil SA,Financial Services,Large-Cap,998741,NYQ
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Large-Cap,1825353,NYQ
STM,STMicroelectronics N.V.,Technology,Large-Cap,9857520,NYQ
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Large-Cap,17209570,NYQ
DEO,Diageo plc,Consumer Defensive,Large-Cap,1901472,NYQ
BDX,"Becton, Dickinson and Company",Healthcare,Large-Cap,2946278,NYQ
KR,Kroger Company (The),Consumer Defensive,Large-Cap,6409791,NYQ
CBRE,CBRE Group Inc,Real Estate,Large-Cap,2490711,NYQ
MSCI,MSCI Inc.,Financial Services,Large-Cap,667133,NYQ
CCEP,Coca-Cola Europacific Partners ,Consumer Defensive,Large-Cap,1929888,NMS
WCN,"Waste Connections, Inc.",Industrials,Large-Cap,1594590,NYQ
RKT,"Rocket Companies, Inc.",Financial Services,Large-Cap,27367950,NYQ
XYZ,"Block, Inc.",Technology,Large-Cap,8117369,NYQ
HLN,Haleon plc,Healthcare,Large-Cap,8235062,NYQ
STT,State Street Corporation,Financial Services,Large-Cap,2136751,NYQ
GBTC,Grayscale Bitcoin Trust (BTC),N/A,Nano-Cap,3959350,PCX
BBD,Banco Bradesco Sa,Financial Services,Large-Cap,40611240,NYQ
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Large-Cap,1263779,NMS
AMP,"Ameriprise Financial, Inc.",Financial Services,Large-Cap,732504,NYQ
BIDU,"Baidu, Inc.",Communication Services,Large-Cap,2176525,NMS
JD,"JD.com, Inc.",Consumer Cyclical,Large-Cap,10042603,NMS
AIG,"American International Group, I",Financial Services,Large-Cap,4261362,NYQ
ED,"Consolidated Edison, Inc.",Utilities,Large-Cap,2161519,NYQ
DIA,State Street SPDR Dow Jones Ind,N/A,Nano-Cap,6525716,PCX
PEG,Public Service Enterprise Group,Utilities,Large-Cap,2671361,NYQ
TRI,Thomson Reuters Corp,Industrials,Large-Cap,2917687,NMS
NBIS,Nebius Group N.V.,Communication Services,Large-Cap,16072738,NMS
RBLX,Roblox Corporation,Communication Services,Large-Cap,10434033,NYQ
VTR,"Ventas, Inc.",Real Estate,Large-Cap,3564772,NYQ
GFI,Gold Fields Limited,Basic Materials,Large-Cap,3341146,NYQ
SLF,Sun Life Financial Inc.,Financial Services,Large-Cap,750408,NYQ
HSY,The Hershey Company,Consumer Defensive,Large-Cap,2071469,NYQ
TTWO,"Take-Two Interactive Software, ",Communication Services,Large-Cap,2187017,NMS
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Large-Cap,11256953,NMS
KGC,Kinross Gold Corporation,Basic Materials,Large-Cap,10719862,NYQ
