ticker,name,sector,cap_tier,avg_volume,exchange
TT,Trane Technologies plc,Industrials,Large-Cap,1595638,NYQ
DUK,Duke Energy Corporation (Holdin,Utilities,Large-Cap,4075041,NYQ
CVS,CVS Health Corporation,Healthcare,Large-Cap,8695786,NYQ
VRT,"Vertiv Holdings, LLC",Industrials,Large-Cap,6126283,NYQ
UPS,"United Parcel Service, Inc.",Industrials,Large-Cap,6123703,NYQ
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Large-Cap,19666525,NYQ
BP,BP p.l.c.,Energy,Large-Cap,9285508,NYQ
CM,Canadian Imperial Bank of Comme,Financial Services,Large-Cap,1169148,NYQ
WDC,Western Digital Corporation,Technology,Large-Cap,9600623,NMS
SNDK,Sandisk Corporation,Technology,Large-Cap,16268611,NMS
CRWD,"CrowdStrike Holdings, Inc.",Technology,Large-Cap,3491881,NMS
BNS,Bank Nova Scotia Halifax Pfd 3,Financial Services,Large-Cap,2016853,NYQ
IAU,iShares Gold Trust Shares,N/A,Large-Cap,15030510,PCX
GD,General Dynamics Corporation,Industrials,Large-Cap,1356571,NYQ
NKE,"Nike, Inc.",Consumer Cyclical,Large-Cap,18842975,NYQ
WM,"Waste Management, Inc.",Industrials,Large-Cap,2168818,NYQ
NGG,"National Grid Transco, PLC Nati",Utilities,Large-Cap,879110,NYQ
EQIX,"Equinix, Inc.",Real Estate,Large-Cap,621260,NMS
MAR,Marriott International,Consumer Cyclical,Large-Cap,1665835,NMS
ICE,Intercontinental Exchange Inc.,Financial Services,Large-Cap,3812591,NYQ
FDX,FedEx Corporation,Industrials,Large-Cap,1876363,NYQ
WMB,"Williams Companies, Inc. (The)",Energy,Large-Cap,7268936,NYQ
MRSH,Marsh,Financial Services,Large-Cap,2909406,NYQ
PNC,"PNC Financial Services Group, I",Financial Services,Large-Cap,2548000,NYQ
SHW,Sherwin-Williams Company (The),Basic Materials,Large-Cap,1771460,NYQ
CNQ,Canadian Natural Resources Limi,Energy,Large-Cap,9246975,NYQ
STX,Seagate Technology Holdings PLC,Technology,Large-Cap,4370523,NMS
USB,U.S. Bancorp,Financial Services,Large-Cap,10660556,NYQ
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Large-Cap,583920,NMS
ADP,"Automatic Data Processing, Inc.",Technology,Large-Cap,3071523,NMS
JCI,Johnson Controls International ,Industrials,Large-Cap,5647918,NYQ
MMM,3M Company,Industrials,Large-Cap,3654950,NYQ
BCS,Barclays PLC,Financial Services,Large-Cap,6443543,NYQ
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Large-Cap,2418778,NYQ
ECL,Ecolab Inc.,Basic Materials,Large-Cap,1301446,NYQ
KKR,KKR & Co. Inc.,Financial Services,Large-Cap,6788370,NYQ
AMT,American Tower Corporation (REI,Real Estate,Large-Cap,3295456,NYQ
ING,"ING Group, N.V.",Financial Services,Large-Cap,2471036,NYQ
EMR,Emerson Electric Company,Industrials,Large-Cap,3276080,NYQ
MCO,Moody's Corporation,Financial Services,Large-Cap,1221071,NYQ
BK,The Bank of New York Mellon Cor,Financial Services,Large-Cap,3784855,NYQ
MNST,Monster Beverage Corporation,Consumer Defensive,Large-Cap,6064618,NMS
LYG,Lloyds Banking Group Plc,Financial Services,Large-Cap,13885245,NYQ
PWR,"Quanta Services, Inc.",Industrials,Large-Cap,1045268,NYQ
B,Barrick Mining Corporation,Basic Materials,Large-Cap,15122168,NYQ
ITW,Illinois Tool Works Inc.,Industrials,Large-Cap,1433765,NYQ
ABNB,"Airbnb, Inc.",Consumer Cyclical,Large-Cap,4821735,NMS
SNPS,"Synopsys, Inc.",Technology,Large-Cap,2279886,NMS
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Large-Cap,828128,NMS
DELL,Dell Technologies Inc.,Technology,Large-Cap,7571450,NYQ
CRH,CRH PLC,Basic Materials,Large-Cap,7997970,NYQ
CMI,Cummins Inc.,Industrials,Large-Cap,955560,NYQ
CDNS,"Cadence Design Systems, Inc.",Technology,Large-Cap,2308556,NMS
CTAS,Cintas Corporation,Industrials,Large-Cap,1915676,NMS
CSX,CSX Corporation,Industrials,Large-Cap,13265228,NMS
BAM,Brookfield Asset Management Inc,Financial Services,Large-Cap,2934116,NYQ
CL,Colgate-Palmolive Company,Consumer Defensive,Large-Cap,6738316,NYQ
MSI,"Motorola Solutions, Inc.",Technology,Large-Cap,1272751,NYQ
CP,Canadian Pacific Kansas City Li,Industrials,Large-Cap,2587670,NYQ
EPD,Enterprise Products Partners L.,Energy,Large-Cap,4397490,NYQ
DASH,"DoorDash, Inc.",Consumer Cyclical,Large-Cap,5081796,NMS
CVNA,Carvana Co.,Consumer Cyclical,Large-Cap,4765838,NYQ
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Large-Cap,11588451,NMS
CI,The Cigna Group,Healthcare,Large-Cap,1681055,NYQ
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Large-Cap,6194353,NMS
SLB,SLB Limited,Energy,Large-Cap,18678460,NYQ
AMX,"America Movil, S.A.B. de C.V.",Communication Services,Large-Cap,2538595,NYQ
GM,General Motors Company,Consumer Cyclical,Large-Cap,8812620,NYQ
NTES,"NetEase, Inc.",Communication Services,Large-Cap,740176,NMS
VALE,VALE S.A.,Basic Materials,Large-Cap,36499288,NYQ
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Large-Cap,1905930,NYQ
KMI,"Kinder Morgan, Inc.",Energy,Large-Cap,13594918,NYQ
WPM,Wheaton Precious Metals Corp,Basic Materials,Large-Cap,2278721,NYQ
NU,Nu Holdings Ltd.,Financial Services,Large-Cap,49808548,NYQ
EQNR,Equinor ASA,Energy,Large-Cap,5059445,NYQ
HOOD,"Robinhood Markets, Inc.",Financial Services,Large-Cap,28363450,NMS
WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Large-Cap,36306860,NMS
AEP,American Electric Power Company,Utilities,Large-Cap,3456271,NMS
COR,"Cencora, Inc.",Healthcare,Large-Cap,1251776,NYQ
ELV,"Elevance Health, Inc.",Healthcare,Large-Cap,1800730,NYQ
AON,Aon plc,Financial Services,Large-Cap,1343186,NYQ
NSC,Norfolk Southern Corporation,Industrials,Large-Cap,1239860,NYQ
DB,Deutsche Bank AG,Financial Services,Large-Cap,2853391,NYQ
RSG,"Republic Services, Inc.",Industrials,Large-Cap,1488976,NYQ
TEL,TE Connectivity plc,Technology,Large-Cap,2210763,NYQ
TRV,"The Travelers Companies, Inc.",Financial Services,Large-Cap,1628620,NYQ
NWG,NatWest Group plc,Financial Services,Large-Cap,3054903,NYQ
CNI,Canadian National Railway Compa,Industrials,Large-Cap,1614678,NYQ
MRVL,"Marvell Technology, Inc.",Technology,Large-Cap,14770798,NMS
SU,Suncor Energy  Inc.,Energy,Large-Cap,5065758,NYQ
RACE,Ferrari N.V.,Consumer Cyclical,Large-Cap,754676,NYQ
APO,"Apollo Global Management, Inc. ",Financial Services,Large-Cap,4378791,NYQ
LHX,"L3Harris Technologies, Inc.",Industrials,Large-Cap,1415215,NYQ
ROST,"Ross Stores, Inc.",Consumer Cyclical,Large-Cap,2565780,NMS
EOG,"EOG Resources, Inc.",Energy,Large-Cap,4854123,NYQ
TFC,Truist Financial Corporation,Financial Services,Large-Cap,9002091,NYQ
SE,Sea Limited,Consumer Cyclical,Large-Cap,6037743,NYQ
TRP,TC Energy Corporation,Energy,Large-Cap,2290746,NYQ
PCAR,PACCAR Inc.,Industrials,Large-Cap,3410168,NMS
ET,Energy Transfer LP,Energy,Large-Cap,15298806,NYQ
BKR,Baker Hughes Company,Energy,Large-Cap,8928695,NMS
BDX,"Becton, Dickinson and Company",Healthcare,Large-Cap,2809288,NYQ
AU,AngloGold Ashanti PLC,Basic Materials,Large-Cap,2838545,NYQ
VLO,Valero Energy Corporation,Energy,Large-Cap,3334498,NYQ
O,Realty Income Corporation,Real Estate,Large-Cap,6742001,NYQ
SRE,DBA Sempra,Utilities,Large-Cap,3848961,NYQ
DLR,"Digital Realty Trust, Inc.",Real Estate,Large-Cap,2116123,NYQ
PSX,Phillips 66,Energy,Large-Cap,2588875,NYQ
APD,"Air Products and Chemicals, Inc",Basic Materials,Large-Cap,1703991,NYQ
NET,"Cloudflare, Inc.",Technology,Large-Cap,4167468,NYQ
RELX,RELX PLC PLC,Industrials,Large-Cap,3644160,NYQ
FTNT,"Fortinet, Inc.",Technology,Large-Cap,6722041,NMS
MPC,Marathon Petroleum Corporation,Energy,Large-Cap,2432305,NYQ
MFC,Manulife Financial Corporation,Financial Services,Large-Cap,2425628,NYQ
VST,Vistra Corp.,Utilities,Large-Cap,5559640,NYQ
AFL,AFLAC Incorporated,Financial Services,Large-Cap,2385446,NYQ
MPLX,MPLX LP,Energy,Large-Cap,1648290,NYQ
INFY,Infosys Limited,Technology,Large-Cap,16539215,NYQ
SNOW,Snowflake Inc.,Technology,Large-Cap,5918095,NYQ
NXPI,NXP Semiconductors N.V.,Technology,Large-Cap,2890568,NMS
TAK,Takeda Pharmaceutical Company L,Healthcare,Large-Cap,2911280,NYQ
IMO,Imperial Oil Limited,Energy,Large-Cap,721568,ASE
AJG,Arthur J. Gallagher & Co.,Financial Services,Large-Cap,2288986,NYQ
F,Ford Motor Company,Consumer Cyclical,Large-Cap,63014503,NYQ
MPWR,"Monolithic Power Systems, Inc.",Technology,Large-Cap,675428,NMS
ZTS,Zoetis Inc.,Healthcare,Large-Cap,5073833,NYQ
ALL,Allstate Corporation (The),Financial Services,Large-Cap,1741678,NYQ
URI,"United Rentals, Inc.",Industrials,Large-Cap,688208,NYQ
AME,"AMETEK, Inc.",Industrials,Large-Cap,1413595,NYQ
FNV,Franco-Nevada Corporation,Basic Materials,Large-Cap,808536,NYQ
D,"Dominion Energy, Inc.",Utilities,Large-Cap,6543323,NYQ
CAH,"Cardinal Health, Inc.",Healthcare,Large-Cap,1784783,NYQ
PSA,Public Storage,Real Estate,Large-Cap,1235736,NYQ
CTVA,"Corteva, Inc.",Basic Materials,Large-Cap,3948258,NYQ
FERG,Ferguson Enterprises Inc.,Industrials,Large-Cap,1427595,NYQ
TER,"Teradyne, Inc.",Technology,Large-Cap,3278111,NMS
OKE,"ONEOK, Inc.",Energy,Large-Cap,4539946,NYQ
FER,Ferrovial SE,Industrials,Large-Cap,2457391,NMS
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Large-Cap,512905,NMS
ASX,"ASE Technology Holding Co., Ltd",Technology,Large-Cap,7868296,NYQ
GFI,Gold Fields Limited,Basic Materials,Large-Cap,3244493,NYQ
KEYS,Keysight Technologies Inc.,Technology,Large-Cap,1344233,NYQ
CARR,Carrier Global Corporation,Industrials,Large-Cap,7560375,NYQ
FAST,Fastenal Company,Industrials,Large-Cap,8533565,NMS
TGT,Target Corporation,Consumer Defensive,Large-Cap,6847298,NYQ
CCJ,Cameco Corporation,Energy,Large-Cap,4101171,NYQ
LNG,"Cheniere Energy, Inc.",Energy,Large-Cap,2124831,NYQ
CRWV,"CoreWeave, Inc.",Technology,Large-Cap,28147693,NMS
FIX,"Comfort Systems USA, Inc.",Industrials,Large-Cap,562235,NYQ
OXY,Occidental Petroleum Corporatio,Energy,Large-Cap,12241865,NYQ
RBLX,Roblox Corporation,Communication Services,Large-Cap,11393936,NYQ
NDAQ,"Nasdaq, Inc.",Financial Services,Large-Cap,4644395,NMS
BSBR,Banco Santander Brasil SA,Financial Services,Large-Cap,862145,NYQ
MT,Arcelor Mittal NY Registry Shar,Basic Materials,Large-Cap,1682310,NYQ
EW,Edwards Lifesciences Corporatio,Healthcare,Large-Cap,4096348,NYQ
EA,Electronic Arts Inc.,Communication Services,Large-Cap,2381778,NMS
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Large-Cap,17671378,NYQ
RKT,"Rocket Companies, Inc.",Financial Services,Large-Cap,28333928,NYQ
MET,"MetLife, Inc.",Financial Services,Large-Cap,3851241,NYQ
ABEV,Ambev S.A.,Consumer Defensive,Large-Cap,26366206,NYQ
EXC,Exelon Corporation,Utilities,Large-Cap,8158348,NMS
TRGP,"Targa Resources, Inc.",Energy,Large-Cap,1461965,NYQ
ADSK,"Autodesk, Inc.",Technology,Large-Cap,2090431,NMS
XEL,Xcel Energy Inc.,Utilities,Large-Cap,5496421,NMS
GRMN,Garmin Ltd.,Technology,Large-Cap,1047385,NYQ
COIN,"Coinbase Global, Inc. - 3",Financial Services,Large-Cap,11287796,NMS
CCEP,Coca-Cola Europacific Partners ,Consumer Defensive,Large-Cap,1675766,NMS
LITE,Lumentum Holdings Inc.,Technology,Large-Cap,4817168,NMS
CIEN,Ciena Corporation,Technology,Large-Cap,3356311,NYQ
HLN,Haleon plc,Healthcare,Large-Cap,8804141,NYQ
FANG,"Diamondback Energy, Inc.",Energy,Large-Cap,2221231,NMS
ETR,Entergy Corporation,Utilities,Large-Cap,2645835,NYQ
DEO,Diageo plc,Consumer Defensive,Large-Cap,1950285,NYQ
BE,Bloom Energy Corporation,Industrials,Large-Cap,11528251,NYQ
HSY,The Hershey Company,Consumer Defensive,Large-Cap,1919988,NYQ
COHR,Coherent Corp.,Technology,Large-Cap,5431260,NYQ
FITB,Fifth Third Bancorp,Financial Services,Large-Cap,11351436,NMS
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Large-Cap,3108041,NYQ
ROK,"Rockwell Automation, Inc.",Industrials,Large-Cap,945566,NYQ
DAL,"Delta Air Lines, Inc.",Industrials,Large-Cap,8365363,NYQ
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Large-Cap,2049131,NYQ
AMP,"Ameriprise Financial, Inc.",Financial Services,Large-Cap,671885,NYQ
CCL,Carnival Corporation,Consumer Cyclical,Large-Cap,21235858,NYQ
WAB,Westinghouse Air Brake Technolo,Industrials,Large-Cap,833806,NYQ
CBRE,CBRE Group Inc,Real Estate,Large-Cap,2056615,NYQ
MSTR,Strategy Inc,Technology,Large-Cap,22182403,NMS
KR,Kroger Company (The),Consumer Defensive,Large-Cap,6612438,NYQ
TRI,Thomson Reuters Corp,Industrials,Large-Cap,2333226,NMS
KGC,Kinross Gold Corporation,Basic Materials,Large-Cap,10851198,NYQ
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Large-Cap,1572563,NMS
BIDU,"Baidu, Inc.",Communication Services,Large-Cap,2961418,NMS
HEI,Heico Corporation,Industrials,Large-Cap,584718,NYQ
AXON,"Axon Enterprise, Inc.",Industrials,Large-Cap,1008990,NMS
AIG,"American International Group, I",Financial Services,Large-Cap,5046056,NYQ
WCN,"Waste Connections, Inc.",Industrials,Large-Cap,1597733,NYQ
MSCI,MSCI Inc.,Financial Services,Large-Cap,658778,NYQ
PEG,Public Service Enterprise Group,Utilities,Large-Cap,3018075,NYQ
BBD,Banco Bradesco Sa,Financial Services,Large-Cap,37589628,NYQ
CUK,Carnival Plc,Consumer Cyclical,Large-Cap,2470091,NYQ
ALC,Alcon Inc.,Healthcare,Large-Cap,1577243,NYQ
SYY,Sysco Corporation,Consumer Defensive,Large-Cap,3707931,NYQ
PYPL,"PayPal Holdings, Inc.",Financial Services,Large-Cap,23460766,NMS
NOK,Nokia Corporation Sponsored,Technology,Large-Cap,35309641,NYQ
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Large-Cap,2313770,NMS
CVE,Cenovus Energy Inc,Energy,Large-Cap,13509438,NYQ
PCG,Pacific Gas & Electric Co.,Utilities,Large-Cap,21218110,NYQ
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Large-Cap,11751488,NMS
VTR,"Ventas, Inc.",Real Estate,Large-Cap,3009738,NYQ
DDOG,"Datadog, Inc.",Technology,Large-Cap,5568458,NMS
VMC,Vulcan Materials Company (Holdi,Basic Materials,Large-Cap,1084763,NYQ
MCHP,Microchip Technology Incorporat,Technology,Large-Cap,8827216,NMS
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,Large-Cap,3934626,NYQ
DIA,State Street SPDR Dow Jones Ind,N/A,Large-Cap,6266063,PCX
NUE,Nucor Corporation,Basic Materials,Large-Cap,1750305,NYQ
EBAY,eBay Inc.,Consumer Cyclical,Large-Cap,5158136,NMS
ED,"Consolidated Edison, Inc.",Utilities,Large-Cap,2184141,NYQ
JD,"JD.com, Inc.",Consumer Cyclical,Large-Cap,9408698,NMS
