date,added_count,removed_count,added,removed
2026-01-24,55,30,"['ABL', 'AGIG', 'AQMS', 'AURE', 'AVR', 'AXIL', 'BGL', 'BOXL', 'BTGO', 'CAMT', 'CEPT', 'CYBN', 'DAVE', 'DHF', 'DRCT', 'EFXT', 'EVC', 'FG', 'FRGE', 'FRSX', 'GES', 'GITS', 'GOLD', 'GOTU', 'IAS', 'ICON', 'IMMR', 'IRD', 'KELYA', 'KEP', 'KNSA', 'LVLU', 'MRUS', 'MYNZ', 'NAMM', 'NEXA', 'NITO', 'OMH', 'OMI', 'PAVM', 'PAX', 'POLA', 'RMTI', 'SCII', 'SCYX', 'SHPH', 'SIMO', 'SLGB', 'SNV', 'SXTP', 'TII', 'TYRA', 'VSNTV', 'VVPR', 'WBI']","['ANRO', 'ANY', 'ATOM', 'BIXIU', 'BMA', 'BNBX', 'BOF', 'CIIT', 'CRDL', 'DCX', 'GCDT', 'HTCR', 'IMCC', 'ISSC', 'JBTM', 'LONA', 'LOVE', 'LPCVU', 'LXEH', 'MRSH', 'MSN', 'NERV', 'OIMAU', 'PALL', 'RITR', 'SLE', 'SPRO', 'TELO', 'VICR', 'VISN']"
